Time,Data,Method,Lower_Bound,Upper_Bound
2556,0.0011794948,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
3909,0.0012501411,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4985,0.0015392849,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4986,0.0018113925,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4987,0.0021820189,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4988,0.0026471536,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4989,0.0031856373,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4990,0.0040826597,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4991,0.0047304332,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4992,0.0057073277,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4993,0.0077604344,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4994,0.0087769097,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4995,0.0093581378,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4996,0.0104326047,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4997,0.012327319,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4998,0.0131961852,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
4999,0.0148689505,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
5000,0.0154489363,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
5001,0.0167462789,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
5002,0.017525686,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
5003,0.0170076955,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
5004,0.0179521963,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
5005,0.0166699439,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
5006,-0.0055438718,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
5007,-0.0042707878,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
5008,0.0507858247,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
5009,0.0238935594,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
5010,0.0045658667,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
6571,0.0012367242,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
6576,0.001405018,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
6577,0.00141952,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
7289,0.0012183923,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
7290,0.00170432,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
7291,0.0024060688,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
7292,0.0018239793,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
7293,0.0012357776,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8268,0.0013584479,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8269,0.0014546473,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8270,0.0017136373,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8271,0.0018990313,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8272,0.0020573211,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8273,0.0025036428,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8274,0.0028203945,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8275,0.0027288094,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8276,0.0031738868,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8277,0.0040597329,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8278,0.0043435218,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8279,0.0049442197,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8280,0.0053973328,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8281,0.0060866443,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8282,0.0066311033,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8283,0.0070803561,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8284,0.0075715804,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8285,0.0083998488,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8286,0.0089512067,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8287,0.0100568458,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8288,0.0114775505,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8289,0.0115351137,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8290,0.0122873439,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8291,0.0132718747,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8292,0.012960121,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8293,0.0143252164,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8294,0.0133462884,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8295,0.0138021242,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8296,0.0170529447,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8297,0.0171622895,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8298,0.0166580416,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8299,0.0159604196,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8300,0.0166832209,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8301,0.0170851275,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8302,0.0185059719,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8303,0.0166929532,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8304,0.0190449785,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8305,0.018638907,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8306,0.0088722091,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8307,0.0184135977,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
8308,0.0074303453,IQR_1.5,-0.0022874022374999997,0.0011521420624999998
